itemid,hasbird,base,name,Frequence max
dcaa6d6b-0974-4372-bead,avec oiseau,apprentissage,dcaa6d6b-0974-4372-bead,6110.488965423483
fbe4eb2a-ca28-4691-9139,sans oiseau,apprentissage,fbe4eb2a-ca28-4691-9139,8888.5297876745
c0fb6640-4705-47fb-8a7c,avec oiseau,apprentissage,c0fb6640-4705-47fb-8a7c,8246.941813567772
a749d5d2-0169-4ad6-8eee,sans oiseau,apprentissage,a749d5d2-0169-4ad6-8eee,9822.127312295974
4979ba7e-c078-476d-ab7b,avec oiseau,apprentissage,4979ba7e-c078-476d-ab7b,8486.341502929714
f7bdd349-b7bb-4e56-8cd3,avec oiseau,apprentissage,f7bdd349-b7bb-4e56-8cd3,4643.70649106303
a93f81b1-6be3-45ae-9f17,avec oiseau,apprentissage,a93f81b1-6be3-45ae-9f17,4615.025861055602
b8f393de-85c6-4a34-bcbf,avec oiseau,apprentissage,b8f393de-85c6-4a34-bcbf,4492.563654518222
3f336aab-eb4f-4b4e-b1c4,sans oiseau,apprentissage,3f336aab-eb4f-4b4e-b1c4,5261.743327140073
c140d969-e038-48bb-b0ea,avec oiseau,apprentissage,c140d969-e038-48bb-b0ea,8137.426247337654
2abd8052-05b1-47e1-aeb6,avec oiseau,apprentissage,2abd8052-05b1-47e1-aeb6,9083.314162764891
ede6fab2-c15b-460b-835c,sans oiseau,apprentissage,ede6fab2-c15b-460b-835c,11025.0
1183720e-2d69-41ed-8de9,avec oiseau,apprentissage,1183720e-2d69-41ed-8de9,3377.6246194739533
b0f17758-6954-44a0-bf79,avec oiseau,apprentissage,b0f17758-6954-44a0-bf79,5730.819254432302
ac6bd5cc-0ce2-4805-8d39,sans oiseau,apprentissage,ac6bd5cc-0ce2-4805-8d39,7616.2431843459235
24f5ae94-91b2-4444-9d17,avec oiseau,apprentissage,24f5ae94-91b2-4444-9d17,8774.934744188155
75ecad21-509e-4c85-9987,avec oiseau,apprentissage,75ecad21-509e-4c85-9987,7441.13169770546
01cf9018-c805-4848-add5,avec oiseau,apprentissage,01cf9018-c805-4848-add5,2104.7790070084047
65ae79ce-4066-4703-8d20,avec oiseau,apprentissage,65ae79ce-4066-4703-8d20,4606.197470636583
3e48d39e-ae62-4f16-b25a,avec oiseau,apprentissage,3e48d39e-ae62-4f16-b25a,8646.951384810012
203c573c-91b2-4010-b150,avec oiseau,apprentissage,203c573c-91b2-4010-b150,5697.378177247697
54b88f28-950d-4abb-9f9c,avec oiseau,apprentissage,54b88f28-950d-4abb-9f9c,5380.430783068495
8d50e571-13ea-4fb7-b1c7,sans oiseau,apprentissage,8d50e571-13ea-4fb7-b1c7,2864.7394453436536
774ecec2-e898-4989-8f97,avec oiseau,apprentissage,774ecec2-e898-4989-8f97,7136.928862522115
b2212e27-531f-4400-85fb,avec oiseau,apprentissage,b2212e27-531f-4400-85fb,4882.935378619659
5bf87f31-62c5-4c9b-af0d,avec oiseau,apprentissage,5bf87f31-62c5-4c9b-af0d,5620.188093747448
20414944-af4a-4af7-af0d,avec oiseau,apprentissage,20414944-af4a-4af7-af0d,8575.200065327454
e9202fdd-24e8-49bd-94a6,avec oiseau,apprentissage,e9202fdd-24e8-49bd-94a6,5535.525318682508
7b074ddb-a894-41e1-84db,sans oiseau,apprentissage,7b074ddb-a894-41e1-84db,2111.578926314105
7083db8e-0e15-4cf5-97c1,avec oiseau,apprentissage,7083db8e-0e15-4cf5-97c1,8903.09007009662
269fb1b2-d627-4577-8376,sans oiseau,apprentissage,269fb1b2-d627-4577-8376,2693.2235917886437
77b39b43-728c-4f30-a1b9,avec oiseau,apprentissage,77b39b43-728c-4f30-a1b9,10616.758548374031
79d37e1b-8543-435a-ae63,sans oiseau,apprentissage,79d37e1b-8543-435a-ae63,2136.829142872608
44c1e295-2846-40cd-b0ac,sans oiseau,apprentissage,44c1e295-2846-40cd-b0ac,2484.592320297622
41c8b61f-e09f-4d40-b239,avec oiseau,apprentissage,41c8b61f-e09f-4d40-b239,8108.12181823114
0608b14d-544f-479e-81aa,avec oiseau,apprentissage,0608b14d-544f-479e-81aa,4687.284360573419
5f24433e-f9f5-4004-bf79,sans oiseau,apprentissage,5f24433e-f9f5-4004-bf79,1427.9676039946953
ad941330-ab8e-4e6d-8205,sans oiseau,apprentissage,ad941330-ab8e-4e6d-8205,8827.22662651136
0b1d9726-8913-424c-9339,sans oiseau,apprentissage,0b1d9726-8913-424c-9339,3412.8110692162672
db0e4fb3-b374-40ad-93fa,avec oiseau,apprentissage,db0e4fb3-b374-40ad-93fa,8777.978432043821
83d4c8d6-a330-48ee-8b51,avec oiseau,apprentissage,83d4c8d6-a330-48ee-8b51,11025.0
b28592c5-446c-4254-8443,avec oiseau,apprentissage,b28592c5-446c-4254-8443,7912.817110054935
355ebe12-1f73-460c-80de,avec oiseau,apprentissage,355ebe12-1f73-460c-80de,1801.2852054079824
b807d83f-0978-4ab9-a017,sans oiseau,apprentissage,b807d83f-0978-4ab9-a017,1084.4469477192767
d809b2b7-e2ec-46e8-89b7,avec oiseau,apprentissage,d809b2b7-e2ec-46e8-89b7,7021.9762375165765
4ae0ed0b-d5f6-459e-ab30,avec oiseau,apprentissage,4ae0ed0b-d5f6-459e-ab30,3684.236935947807
b26241b7-0033-4220-b9c8,avec oiseau,apprentissage,b26241b7-0033-4220-b9c8,1478.5934666702751
8afafa92-0262-4a89-b4c4,avec oiseau,apprentissage,8afafa92-0262-4a89-b4c4,10000.06893443275
bacab0cf-24d2-4342-949e,avec oiseau,apprentissage,bacab0cf-24d2-4342-949e,8253.775626577106
964b5c38-4b05-4671-a75f,avec oiseau,apprentissage,964b5c38-4b05-4671-a75f,9330.540912009115
6759ce37-f32f-4155-ab37,sans oiseau,apprentissage,6759ce37-f32f-4155-ab37,604.255662126219
e9edaf9f-a602-4dfe-887a,avec oiseau,apprentissage,e9edaf9f-a602-4dfe-887a,6889.808972081555
3880f863-2cf5-446b-9462,avec oiseau,apprentissage,3880f863-2cf5-446b-9462,8148.7960141422
9332b208-47f7-4830-95ee,avec oiseau,apprentissage,9332b208-47f7-4830-95ee,3781.9026864753914
c69ef8ba-9870-4c33-862a,avec oiseau,apprentissage,c69ef8ba-9870-4c33-862a,893.8353934768653
3c0e04d0-d3ce-48e4-9055,avec oiseau,apprentissage,3c0e04d0-d3ce-48e4-9055,4791.627363797557
2ce38dfb-b4f0-4967-8d34,avec oiseau,apprentissage,2ce38dfb-b4f0-4967-8d34,8366.728598455704
55b80302-a50e-43e7-bb62,avec oiseau,apprentissage,55b80302-a50e-43e7-bb62,7215.682107947302
27d1f774-c239-4810-926f,avec oiseau,apprentissage,27d1f774-c239-4810-926f,2972.9630263608356
2b4e55bb-bf55-4f6f-b2a5,avec oiseau,apprentissage,2b4e55bb-bf55-4f6f-b2a5,305.74440444937613
13de3d36-61ed-4824-8f4d,avec oiseau,apprentissage,13de3d36-61ed-4824-8f4d,4250.923809100209
6b1bcb9c-72e4-447f-a30f,sans oiseau,apprentissage,6b1bcb9c-72e4-447f-a30f,1610.180925058865
07f78e3e-bec3-4cd5-8a50,avec oiseau,apprentissage,07f78e3e-bec3-4cd5-8a50,7675.976557175958
69713f1d-22a2-40fe-ac9f,sans oiseau,apprentissage,69713f1d-22a2-40fe-ac9f,11025.0
aef1e5d2-b1bc-4415-85aa,avec oiseau,apprentissage,aef1e5d2-b1bc-4415-85aa,8438.306855395274
8ad078ea-6dc4-4894-b499,avec oiseau,apprentissage,8ad078ea-6dc4-4894-b499,2103.5251073328354
ea81beef-334e-437c-b2d9,avec oiseau,apprentissage,ea81beef-334e-437c-b2d9,301.9671908279331
474d0bdc-5648-4865-8f1e,avec oiseau,apprentissage,474d0bdc-5648-4865-8f1e,5411.14972755485
e5d00cf5-358d-42f1-9998,avec oiseau,apprentissage,e5d00cf5-358d-42f1-9998,1468.8675397652603
b7e6b12d-2bbf-4177-8a39,avec oiseau,apprentissage,b7e6b12d-2bbf-4177-8a39,4685.5280251157
bab0799c-d738-4875-b992,sans oiseau,apprentissage,bab0799c-d738-4875-b992,11025.0
329e9141-bfac-4805-aef0,avec oiseau,apprentissage,329e9141-bfac-4805-aef0,11025.0
b8328711-8664-4b5c-badc,avec oiseau,apprentissage,b8328711-8664-4b5c-badc,2189.7999549448073
8ab7741e-9fa3-4e53-858c,avec oiseau,apprentissage,8ab7741e-9fa3-4e53-858c,5945.0079839779155
cbec3ebd-41c6-4a1c-99d6,sans oiseau,apprentissage,cbec3ebd-41c6-4a1c-99d6,1302.2765757290688
ba5e1be6-e669-40dc-952e,avec oiseau,apprentissage,ba5e1be6-e669-40dc-952e,1123.4082338010674
33a33c42-56ec-4256-a8f4,avec oiseau,apprentissage,33a33c42-56ec-4256-a8f4,827.220628433787
87b6016a-1a39-43d2-ad3a,avec oiseau,apprentissage,87b6016a-1a39-43d2-ad3a,9031.306638935253
a11a73d0-97e1-4ef3-b54a,avec oiseau,apprentissage,a11a73d0-97e1-4ef3-b54a,8840.883899034758
05d5f34b-89f3-4a70-9a07,avec oiseau,apprentissage,05d5f34b-89f3-4a70-9a07,3746.811223336438
4517c6d4-8eb1-431f-88ad,avec oiseau,apprentissage,4517c6d4-8eb1-431f-88ad,2170.8249083786172
eb3d62c9-1bfc-45c7-b8e5,sans oiseau,apprentissage,eb3d62c9-1bfc-45c7-b8e5,9200.977022382202
c6c979e9-3edb-461d-b6d2,avec oiseau,apprentissage,c6c979e9-3edb-461d-b6d2,4559.0850591380795
0afa6817-1ae9-4575-9763,avec oiseau,apprentissage,0afa6817-1ae9-4575-9763,6811.0488512258125
47b6871a-5aea-433e-9b05,avec oiseau,apprentissage,47b6871a-5aea-433e-9b05,7918.620936967171
c3287dd0-aa37-465a-9b03,avec oiseau,apprentissage,c3287dd0-aa37-465a-9b03,6901.579054697059
7a4516b4-c5a0-4f3a-be66,avec oiseau,apprentissage,7a4516b4-c5a0-4f3a-be66,547.6345773904571
4795a216-f0cf-478a-92f3,avec oiseau,apprentissage,4795a216-f0cf-478a-92f3,5736.574065736155
bf1eb1b6-080f-40e3-acf7,avec oiseau,apprentissage,bf1eb1b6-080f-40e3-acf7,6602.7778028953535
af07aa4a-9fb8-48d2-a518,avec oiseau,apprentissage,af07aa4a-9fb8-48d2-a518,6654.117350566591
76b32083-71c2-49c5-b2ad,avec oiseau,apprentissage,76b32083-71c2-49c5-b2ad,2398.5507771785924
c9c8e813-dfdf-4889-9c6d,avec oiseau,apprentissage,c9c8e813-dfdf-4889-9c6d,293.51064981460934
307c255d-4a35-412f-8063,avec oiseau,apprentissage,307c255d-4a35-412f-8063,7248.12156287409
b3f35b7e-a9dd-40ab-b0c2,avec oiseau,apprentissage,b3f35b7e-a9dd-40ab-b0c2,7728.841256174378
ef684644-395a-475c-95cf,avec oiseau,apprentissage,ef684644-395a-475c-95cf,4333.054282692986
53945b24-7d78-4a7b-8702,avec oiseau,apprentissage,53945b24-7d78-4a7b-8702,454.29487933014445
ca7b3342-17b0-444f-ba2a,avec oiseau,apprentissage,ca7b3342-17b0-444f-ba2a,4140.892342053151
53e26d62-424b-44e7-9010,avec oiseau,apprentissage,53e26d62-424b-44e7-9010,4642.242319082832
59a946a8-3385-4060-8a7c,avec oiseau,apprentissage,59a946a8-3385-4060-8a7c,8268.028904706487
3d7ae939-13e7-43c7-853c,sans oiseau,apprentissage,3d7ae939-13e7-43c7-853c,11025.0
695b1b7f-3470-4f03-b0d0,avec oiseau,apprentissage,695b1b7f-3470-4f03-b0d0,5845.719362335091
c6fcacce-69ce-4c68-882b,avec oiseau,apprentissage,c6fcacce-69ce-4c68-882b,715.7860947093344
390a0481-d556-4541-be45,sans oiseau,apprentissage,390a0481-d556-4541-be45,10522.356073599798
cab6d64b-a092-4ecd-b733,avec oiseau,apprentissage,cab6d64b-a092-4ecd-b733,7216.558485800977
fadee0f7-4962-4c8c-889e,avec oiseau,apprentissage,fadee0f7-4962-4c8c-889e,10213.898359499348
f6a59837-b145-45a4-b88f,avec oiseau,apprentissage,f6a59837-b145-45a4-b88f,8252.811307477874
cec8fc1f-2f8f-41db-80ed,avec oiseau,apprentissage,cec8fc1f-2f8f-41db-80ed,7334.68403171008
3dbb9119-d327-4cfe-9a75,avec oiseau,apprentissage,3dbb9119-d327-4cfe-9a75,230.01357940867848
af4ea995-9e75-40f5-846b,avec oiseau,apprentissage,af4ea995-9e75-40f5-846b,430.5471337810198
6b93cd8a-86ef-4956-b097,avec oiseau,apprentissage,6b93cd8a-86ef-4956-b097,6747.487557687087
b655c3e6-d0d2-4921-bffa,sans oiseau,apprentissage,b655c3e6-d0d2-4921-bffa,3876.5088365043707
9f1e22eb-7970-4d01-8343,avec oiseau,apprentissage,9f1e22eb-7970-4d01-8343,5544.874692143224
96880c56-f139-46ba-aa5f,avec oiseau,apprentissage,96880c56-f139-46ba-aa5f,8170.787407621559
d2428987-21b4-46e8-891c,avec oiseau,apprentissage,d2428987-21b4-46e8-891c,975.4479539583995
d9434bf2-6827-4b58-9791,avec oiseau,apprentissage,d9434bf2-6827-4b58-9791,2956.9880105009606
da45c44e-b3d6-41e8-a1e6,sans oiseau,apprentissage,da45c44e-b3d6-41e8-a1e6,2270.9299028829105
1a68202f-3647-4da0-8cef,avec oiseau,apprentissage,1a68202f-3647-4da0-8cef,4312.175420310871
c71b6755-847c-450f-8c99,sans oiseau,apprentissage,c71b6755-847c-450f-8c99,4135.001828283999
a27bda0a-8943-4524-95e3,sans oiseau,apprentissage,a27bda0a-8943-4524-95e3,1545.818827933557
5093142b-df28-433f-903c,avec oiseau,apprentissage,5093142b-df28-433f-903c,8105.906790440878
520f93a8-c124-4dc8-8852,sans oiseau,apprentissage,520f93a8-c124-4dc8-8852,2307.7208048216794
7926e6af-d1da-4518-b6e3,sans oiseau,apprentissage,7926e6af-d1da-4518-b6e3,3191.642101730581
865b85a3-80ba-453c-8b52,sans oiseau,apprentissage,865b85a3-80ba-453c-8b52,1846.0124451924355
940120f3-f94d-4d3f-8509,sans oiseau,apprentissage,940120f3-f94d-4d3f-8509,1933.81875559494
9cb845e6-f3ea-47ab-b9c6,sans oiseau,apprentissage,9cb845e6-f3ea-47ab-b9c6,373.87547700885
929fd43e-8e37-4cf3-898d,avec oiseau,apprentissage,929fd43e-8e37-4cf3-898d,4777.216884941316
1ec88ffa-f0ff-407f-817c,sans oiseau,apprentissage,1ec88ffa-f0ff-407f-817c,2088.7650829391414
8aa440e5-f9ec-4b60-a5f4,sans oiseau,apprentissage,8aa440e5-f9ec-4b60-a5f4,495.9627552811355
225df1a4-e8a1-44c8-aa66,sans oiseau,apprentissage,225df1a4-e8a1-44c8-aa66,2080.9956042960075
21944718-573f-4a50-8b0d,avec oiseau,apprentissage,21944718-573f-4a50-8b0d,8411.551733470458
ac228fe4-5e50-40ec-b0cd,sans oiseau,apprentissage,ac228fe4-5e50-40ec-b0cd,1683.3933141033178
df495879-c0d2-403c-978d,avec oiseau,apprentissage,df495879-c0d2-403c-978d,7412.1384859474165
60efc23a-9095-47e1-9b1c,sans oiseau,apprentissage,60efc23a-9095-47e1-9b1c,9993.746171397119
b96e7e8e-4a29-492b-a4e1,sans oiseau,apprentissage,b96e7e8e-4a29-492b-a4e1,476.36543203330064
78e7df4d-c092-4fce-9a90,sans oiseau,apprentissage,78e7df4d-c092-4fce-9a90,5454.694566547333
1f9526bb-0aa3-480b-a67b,avec oiseau,apprentissage,1f9526bb-0aa3-480b-a67b,1483.227887167459
6948a31e-a40b-458f-8637,avec oiseau,apprentissage,6948a31e-a40b-458f-8637,4613.902367265649
2442092f-1b3d-4f0f-b7a7,avec oiseau,apprentissage,2442092f-1b3d-4f0f-b7a7,6188.638775674013
5ece167c-19a5-41f5-bcb6,avec oiseau,apprentissage,5ece167c-19a5-41f5-bcb6,2014.536172721114
ea8a663b-8f83-45b7-83c1,avec oiseau,apprentissage,ea8a663b-8f83-45b7-83c1,11025.0
60519f0f-97f4-40a3-ab97,sans oiseau,apprentissage,60519f0f-97f4-40a3-ab97,2723.726632044139
f6b169e0-8c04-413c-95d4,sans oiseau,apprentissage,f6b169e0-8c04-413c-95d4,671.4065286901292
c84393fc-7159-4dae-a6e0,sans oiseau,apprentissage,c84393fc-7159-4dae-a6e0,4075.405669950341
d589b4d6-8f3b-4334-bab7,avec oiseau,apprentissage,d589b4d6-8f3b-4334-bab7,3907.4413380605697
9d18822f-63e0-474a-89ac,avec oiseau,apprentissage,9d18822f-63e0-474a-89ac,5310.245202847167
3e54821b-5b56-4619-813c,sans oiseau,apprentissage,3e54821b-5b56-4619-813c,2605.6902757855423
b890b367-23f2-4744-821f,avec oiseau,apprentissage,b890b367-23f2-4744-821f,5295.528698594997
2e3d4d95-7236-4a22-a5b8,avec oiseau,apprentissage,2e3d4d95-7236-4a22-a5b8,2672.0939811329113
daf028d0-40b7-4ee6-a17f,avec oiseau,apprentissage,daf028d0-40b7-4ee6-a17f,8081.350604628814
adc97d82-3d7a-4a07-8154,avec oiseau,apprentissage,adc97d82-3d7a-4a07-8154,367.10728365017644
c875b394-06f5-43d6-8702,avec oiseau,apprentissage,c875b394-06f5-43d6-8702,8952.124550055481
befbd42f-c0dd-4b34-9c12,avec oiseau,apprentissage,befbd42f-c0dd-4b34-9c12,4451.567952145738
bee570e2-cb3c-47b7-bbe2,sans oiseau,apprentissage,bee570e2-cb3c-47b7-bbe2,10405.393868752419
199c5ef4-7fb1-46d8-af92,avec oiseau,apprentissage,199c5ef4-7fb1-46d8-af92,5949.483747868683
8a0bccb7-acaf-433f-9aa3,avec oiseau,apprentissage,8a0bccb7-acaf-433f-9aa3,7376.85458334461
32fb81d3-c863-4bcd-b342,sans oiseau,apprentissage,32fb81d3-c863-4bcd-b342,2473.393075633299
3ed9be2e-0bb4-4a10-8045,avec oiseau,apprentissage,3ed9be2e-0bb4-4a10-8045,929.9273270105747
795f64ac-6948-4add-af75,avec oiseau,apprentissage,795f64ac-6948-4add-af75,3011.29394570895
2c9ff384-6ed6-4965-8e23,sans oiseau,apprentissage,2c9ff384-6ed6-4965-8e23,2601.653163458148
41f955dc-9610-43ee-8538,avec oiseau,apprentissage,41f955dc-9610-43ee-8538,943.0931824947901
6bc7e562-642e-42ce-bcea,avec oiseau,apprentissage,6bc7e562-642e-42ce-bcea,8696.627469426152
90059f45-0aa7-4653-9f94,sans oiseau,apprentissage,90059f45-0aa7-4653-9f94,5056.061750051994
219b448e-6547-416e-80b2,avec oiseau,apprentissage,219b448e-6547-416e-80b2,4946.886074228486
a02ac7bc-5a29-40a1-89e1,avec oiseau,apprentissage,a02ac7bc-5a29-40a1-89e1,9857.919700127202
109947a3-deb4-49a0-b7d5,avec oiseau,apprentissage,109947a3-deb4-49a0-b7d5,10267.257393338288
1ef16685-c766-49a9-93ec,avec oiseau,apprentissage,1ef16685-c766-49a9-93ec,11025.0
39115f3d-4976-48fc-ad47,avec oiseau,apprentissage,39115f3d-4976-48fc-ad47,6555.745683599946
2eed752d-af55-4572-b319,avec oiseau,apprentissage,2eed752d-af55-4572-b319,5244.821021934601
b395fb95-038f-432e-a5c7,avec oiseau,apprentissage,b395fb95-038f-432e-a5c7,8404.092126985845
83911f72-b817-4696-83f6,avec oiseau,apprentissage,83911f72-b817-4696-83f6,7503.522391544464
95e86a8f-4e66-4d0e-b33b,avec oiseau,apprentissage,95e86a8f-4e66-4d0e-b33b,7817.463731979327
6f3244e5-7145-43ae-bf8d,avec oiseau,apprentissage,6f3244e5-7145-43ae-bf8d,2284.534003671185
072c4c9e-1324-458a-9969,avec oiseau,apprentissage,072c4c9e-1324-458a-9969,7927.4730033289125
5549ec9b-9822-4806-a80c,avec oiseau,apprentissage,5549ec9b-9822-4806-a80c,7830.589109912637
aabd9d5b-f60e-45fa-aab5,sans oiseau,apprentissage,aabd9d5b-f60e-45fa-aab5,6982.316807903204
0ca97190-963b-4be9-bead,avec oiseau,apprentissage,0ca97190-963b-4be9-bead,1877.0359143684536
53e71643-6903-4de4-8f42,avec oiseau,apprentissage,53e71643-6903-4de4-8f42,3194.233606762367
3c24e851-5266-4224-8b37,avec oiseau,apprentissage,3c24e851-5266-4224-8b37,7815.280521800319
404916e1-3cc6-4b10-8bcf,avec oiseau,apprentissage,404916e1-3cc6-4b10-8bcf,7801.455384448835
38d7d6bd-b415-4e64-a915,avec oiseau,apprentissage,38d7d6bd-b415-4e64-a915,4871.810456984876
c60d9cd9-0f68-47a9-b321,avec oiseau,apprentissage,c60d9cd9-0f68-47a9-b321,3858.804703780887
c2a63014-19ce-4b97-b1de,sans oiseau,apprentissage,c2a63014-19ce-4b97-b1de,2876.62318330672
ec0178b5-e031-4b4c-b1a8,avec oiseau,apprentissage,ec0178b5-e031-4b4c-b1a8,556.7282297953442
8ebb8b3f-a669-42c2-9b43,avec oiseau,apprentissage,8ebb8b3f-a669-42c2-9b43,7885.603603358047
e9643103-efea-4d4c-86a0,avec oiseau,apprentissage,e9643103-efea-4d4c-86a0,1014.0093961975313
8c578630-ca7a-4c1d-aa54,avec oiseau,apprentissage,8c578630-ca7a-4c1d-aa54,8206.860131532652
b9a576e7-3fd0-4be3-82d0,sans oiseau,apprentissage,b9a576e7-3fd0-4be3-82d0,1724.4620964031503
a68ac274-93f3-4827-bcff,avec oiseau,apprentissage,a68ac274-93f3-4827-bcff,7179.4005765996635
622993d6-eab6-4f05-9729,avec oiseau,apprentissage,622993d6-eab6-4f05-9729,1098.05407453517
5b062022-be5e-43ec-bc98,avec oiseau,apprentissage,5b062022-be5e-43ec-bc98,8579.989970350949
f6199318-e1a9-47fe-9804,avec oiseau,apprentissage,f6199318-e1a9-47fe-9804,4305.48326717364
0f92f327-787a-433f-b9b7,avec oiseau,apprentissage,0f92f327-787a-433f-b9b7,4254.97938849536
87bc23a8-8f3d-4b20-a7d5,avec oiseau,apprentissage,87bc23a8-8f3d-4b20-a7d5,8717.714798643186
55bf11a2-7d31-473f-996d,avec oiseau,apprentissage,55bf11a2-7d31-473f-996d,6762.053171768323
f926529e-7823-49cb-8515,sans oiseau,apprentissage,f926529e-7823-49cb-8515,2663.4773606863514
86779856-42e0-4f10-a002,sans oiseau,apprentissage,86779856-42e0-4f10-a002,11025.0
129ebabf-7691-48c2-81de,avec oiseau,apprentissage,129ebabf-7691-48c2-81de,1124.0234286696025
7cfa76ee-4a1c-4d48-b705,avec oiseau,apprentissage,7cfa76ee-4a1c-4d48-b705,2209.1967643993294
f8b11f6b-2c57-4cdb-8d33,avec oiseau,apprentissage,f8b11f6b-2c57-4cdb-8d33,6868.071472526689
d6c5e2be-0b74-4af7-8888,avec oiseau,apprentissage,d6c5e2be-0b74-4af7-8888,8696.409239762916
7e375ca3-854d-4d63-ad9a,avec oiseau,apprentissage,7e375ca3-854d-4d63-ad9a,5205.56288046053
5d74a85b-73ec-4874-b0ae,avec oiseau,apprentissage,5d74a85b-73ec-4874-b0ae,2345.4916844156432
7cea74f5-09dc-43e8-90e3,avec oiseau,apprentissage,7cea74f5-09dc-43e8-90e3,4286.495219105452
02a9f279-c53a-413c-b4f7,avec oiseau,apprentissage,02a9f279-c53a-413c-b4f7,11025.0
2a5622f8-76e3-4952-98ed,sans oiseau,apprentissage,2a5622f8-76e3-4952-98ed,1440.5992043086417
2f6f00f8-b811-4736-a9e9,sans oiseau,apprentissage,2f6f00f8-b811-4736-a9e9,1655.1805752728524
58b289f8-bae7-4511-8a3c,avec oiseau,apprentissage,58b289f8-bae7-4511-8a3c,1885.4901350510163
0c24931a-48e0-4a68-9a34,avec oiseau,apprentissage,0c24931a-48e0-4a68-9a34,6254.080761447002
37e89b23-cb56-45bf-954c,avec oiseau,apprentissage,37e89b23-cb56-45bf-954c,11025.0
ca27ac54-da78-40d6-9bf8,avec oiseau,apprentissage,ca27ac54-da78-40d6-9bf8,11025.0
53851b34-565a-48db-a1a1,avec oiseau,apprentissage,53851b34-565a-48db-a1a1,7219.833688312866
63fd8808-3a73-4396-8155,avec oiseau,apprentissage,63fd8808-3a73-4396-8155,1289.4237779357893
f8458f02-0654-47da-8e38,avec oiseau,apprentissage,f8458f02-0654-47da-8e38,5425.026776954717
fc3c6825-6c9c-4268-b0af,sans oiseau,apprentissage,fc3c6825-6c9c-4268-b0af,1103.4515896532394
529d59c1-5e37-43f7-a9df,avec oiseau,apprentissage,529d59c1-5e37-43f7-a9df,2997.089318892464
28371b63-a323-4075-9de1,avec oiseau,apprentissage,28371b63-a323-4075-9de1,5839.83755459305
502ef532-e8a7-40b1-9b6c,avec oiseau,apprentissage,502ef532-e8a7-40b1-9b6c,1055.8280341569769
fcd2749d-e7d3-4098-9be8,avec oiseau,apprentissage,fcd2749d-e7d3-4098-9be8,6677.845620348853
611a0289-c394-4fcd-ac04,avec oiseau,apprentissage,611a0289-c394-4fcd-ac04,5967.442875098336
a331496f-1886-4523-9d42,avec oiseau,apprentissage,a331496f-1886-4523-9d42,11025.0
d7e0e022-ee1e-4850-bc8e,sans oiseau,apprentissage,d7e0e022-ee1e-4850-bc8e,1649.6281778220873
a7db0878-fc8f-49d5-8015,avec oiseau,apprentissage,a7db0878-fc8f-49d5-8015,5916.860402175972
b0c13db9-ce3d-443d-8ac0,sans oiseau,apprentissage,b0c13db9-ce3d-443d-8ac0,899.3054675477506
f44daa90-c490-4e23-8296,avec oiseau,apprentissage,f44daa90-c490-4e23-8296,5334.387320433227
9b10da51-0427-4ddc-a63d,avec oiseau,apprentissage,9b10da51-0427-4ddc-a63d,7697.319277923624
dd78994e-0d63-4f39-9511,avec oiseau,apprentissage,dd78994e-0d63-4f39-9511,7602.915445963541
cd0a6f07-97d3-4be0-b146,avec oiseau,apprentissage,cd0a6f07-97d3-4be0-b146,7441.802890470648
5e718e96-826f-42bd-87a5,avec oiseau,apprentissage,5e718e96-826f-42bd-87a5,10243.602438029637
e153ed96-addc-42cf-81b0,avec oiseau,apprentissage,e153ed96-addc-42cf-81b0,4599.017578283215
5e0f9006-8e1d-4377-9feb,sans oiseau,apprentissage,5e0f9006-8e1d-4377-9feb,1118.5539594711765
1e5ff54b-7c16-43cf-9eb3,sans oiseau,apprentissage,1e5ff54b-7c16-43cf-9eb3,615.1688814311618
5a9b8ae6-d464-454e-abfb,avec oiseau,apprentissage,5a9b8ae6-d464-454e-abfb,8115.113678298516
ae508959-9692-4a3a-83b7,sans oiseau,apprentissage,ae508959-9692-4a3a-83b7,1671.8729167397635
d55074f5-5784-4459-bc61,avec oiseau,apprentissage,d55074f5-5784-4459-bc61,11025.0
055cadb3-a684-4460-8c4e,sans oiseau,apprentissage,055cadb3-a684-4460-8c4e,1489.434761427914
a3301714-d00a-4e89-9a2e,avec oiseau,apprentissage,a3301714-d00a-4e89-9a2e,4545.630631036066
27f85fbc-8c5e-48de-ae23,sans oiseau,apprentissage,27f85fbc-8c5e-48de-ae23,7083.5469068508155
ced1716b-d605-45f9-a8f0,avec oiseau,apprentissage,ced1716b-d605-45f9-a8f0,4621.176486508431
91125615-f95d-4d4f-9fc0,avec oiseau,apprentissage,91125615-f95d-4d4f-9fc0,8356.640909131727
6dea7b46-fb14-482e-a15f,sans oiseau,apprentissage,6dea7b46-fb14-482e-a15f,495.4173319981596
cdeaf4c4-7baf-4eee-aaa9,sans oiseau,apprentissage,cdeaf4c4-7baf-4eee-aaa9,4812.341335354136
2d7e9fda-6604-4cc1-bf72,avec oiseau,apprentissage,2d7e9fda-6604-4cc1-bf72,1759.571977590733
5e88354b-3890-4877-9f45,sans oiseau,apprentissage,5e88354b-3890-4877-9f45,1589.6744006888114
52b361c9-88d2-4e2d-b508,avec oiseau,apprentissage,52b361c9-88d2-4e2d-b508,5523.1010572504265
e59c3f09-5663-4865-b6b6,avec oiseau,apprentissage,e59c3f09-5663-4865-b6b6,4238.432274436942
